FOLIO,P3_5,Ingreso mensual por trabajo,Registra ingresos y gastos,Anotaciones de gastos,Dinero separado para pagos y gastos diarios,Ingreso suficiente para cubrir gastos desde julio 2020,Préstamos a conocidos,Uso de ahorros,Reducción de gastos,Venta o empeño de bienes,Adelanto salarial/trabajo extra,Uso de tarjeta de crédito o préstamo bancario,Cursos sobre ahorro y presupuestos,Conocimiento básico de inflación,Enfoque en el presente,Gasto del dinero,Revisión detallada del dinero,Optimismo económico,Dinero suficiente para gastos,Tranquilidad financiera,Cuenta de ahorro,Ahorro en cuenta,Seguro,SEXO,EDAD,GRUPO_EDAD,Grupo_Ingreso
2568,Trabajó por lo menos una hora,1500.0,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,38,31-50,+1k
2569,Trabajó por lo menos una hora,10200.0,Sí,Sí,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,28,18-30,+10k
2570,Trabajó por lo menos una hora,,No,No,Sí,Sí,,,,,,,No,No sabe,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Mujer,27,18-30,
2571,Trabajó por lo menos una hora,,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,50,51-70,
2572,Trabajó por lo menos una hora,2000.0,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Falsa,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Mujer,27,18-30,+1k
2573,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,44,31-50,
2574,Trabajó por lo menos una hora,,No,No,Sí,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,22,18-30,
2575,No trabajó,,No,No,No,No,No,Sí,Sí,No,No,Sí,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,60,51-70,
2576,Trabajó por lo menos una hora,400.0,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,55,51-70,0-1k
2577,Trabajó por lo menos una hora,,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,78,71+,
2578,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Mujer,27,18-30,+1k
2579,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,23,18-30,
2580,No trabajó,,No,No,Sí,No,No,No,No,No,No,No,No,Verdadera,No sabe,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,48,31-50,
2581,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Sí,No,No,Mujer,42,31-50,
2582,Trabajó por lo menos una hora,200.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,19,18-30,0-1k
2583,Trabajó por lo menos una hora,600.0,No,Sí,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,28,18-30,0-1k
2584,Trabajó por lo menos una hora,3000.0,Sí,Sí,Sí,Sí,,,,,,,No,Falsa,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,No,Sí,Hombre,30,31-50,+1k
2585,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,28,18-30,
2586,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Falsa,No sabe,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,29,18-30,
2587,Trabajó por lo menos una hora,,No,Sí,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,25,18-30,
2588,Trabajó por lo menos una hora,200.0,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,50,51-70,0-1k
2589,Trabajó por lo menos una hora,7500.0,No,No,Sí,Sí,,,,,,,No,Falsa,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,Sí,Mujer,43,31-50,+5k
2590,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Falsa,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,53,51-70,
2591,Trabajó por lo menos una hora,800.0,Sí,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,49,31-50,0-1k
2592,Trabajó por lo menos una hora,1200.0,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,24,18-30,+1k
2593,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,35,31-50,
2594,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,No sabe,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,20,18-30,
2595,Trabajó por lo menos una hora,,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,28,18-30,
2596,Trabajó por lo menos una hora,,No,No,No,No,Sí,No,No,No,No,No,No,Verdadera,No sabe,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,29,18-30,
2597,Trabajó por lo menos una hora,20000.0,No,No,No,No,Sí,No,No,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,35,31-50,+20k
2598,Trabajó por lo menos una hora,840.0,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,25,18-30,0-1k
2599,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,No sabe,No sabe,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,98,71+,
2600,Trabajó por lo menos una hora,420.0,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,55,51-70,0-1k
2601,Trabajó por lo menos una hora,200.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,54,51-70,0-1k
2602,Trabajó por lo menos una hora,2000.0,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,No,Hombre,22,18-30,+1k
2603,Trabajó por lo menos una hora,2000.0,Sí,Sí,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,19,18-30,+1k
2604,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,No,No,No,No,No,No sabe,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,25,18-30,
2605,Trabajó por lo menos una hora,560.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,No sabe,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,52,51-70,0-1k
2606,Trabajó por lo menos una hora,4310.0,Sí,No,Sí,Sí,,,,,,,Sí,No responde,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,19,18-30,+1k
2607,Trabajó por lo menos una hora,99888.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No sabe,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,34,31-50,No responde
2608,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No sabe,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,37,31-50,
2609,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,25,18-30,
2610,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,67,51-70,
2611,Trabajó por lo menos una hora,700.0,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,48,31-50,0-1k
2612,Trabajó por lo menos una hora,720.0,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,26,18-30,0-1k
2613,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,500.0,No,No,No,No,Sí,No,No,No,No,Sí,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,43,31-50,0-1k
2614,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,99888.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,No,Mujer,47,31-50,No responde
2615,Trabajó por lo menos una hora,350.0,No,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Verdadera,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,46,31-50,0-1k
2616,Trabajó por lo menos una hora,700.0,No,No,No,No,Sí,Sí,No,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,44,31-50,0-1k
2617,Trabajó por lo menos una hora,900.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,20,18-30,0-1k
2618,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,1200.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,27,18-30,+1k
2619,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,32,31-50,
2620,Trabajó por lo menos una hora,1700.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,No,,No,Hombre,26,18-30,+1k
2621,Trabajó por lo menos una hora,600.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,47,31-50,0-1k
2622,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,Sí,No,No,No,No,No,No sabe,En desacuerdo,No sabe,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,45,31-50,
2623,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,64,51-70,
2624,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,59,51-70,
2625,Trabajó por lo menos una hora,700.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,39,31-50,0-1k
2626,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0.0,No,No,No,Sí,,,,,,,No,No sabe,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,34,31-50,No recibe ingresos
2627,Trabajó por lo menos una hora,6000.0,Sí,No,Sí,Sí,,,,,,,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,29,18-30,+5k
2628,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,59,51-70,
2629,Trabajó por lo menos una hora,1000.0,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,55,51-70,+1k
2630,Trabajó por lo menos una hora,4500.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,56,51-70,+1k
2631,Trabajó por lo menos una hora,20000.0,No,No,No,No,Sí,No,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,70,71+,+20k
2632,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No sabe,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,24,18-30,
2633,Trabajó por lo menos una hora,3200.0,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Hombre,51,51-70,+1k
2634,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,19,18-30,
2635,Trabajó por lo menos una hora,0.0,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,50,51-70,No recibe ingresos
2636,Trabajó por lo menos una hora,360.0,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,57,51-70,0-1k
2637,Trabajó por lo menos una hora,300.0,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,50,51-70,0-1k
2638,Trabajó por lo menos una hora,300.0,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,28,18-30,0-1k
2639,Trabajó por lo menos una hora,500.0,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,42,31-50,0-1k
2640,Trabajó por lo menos una hora,300.0,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,36,31-50,0-1k
2641,Trabajó por lo menos una hora,360.0,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No responde,De acuerdo,De acuerdo,No sabe,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,33,31-50,0-1k
2642,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,No,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,31,31-50,
2643,Trabajó por lo menos una hora,0.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,66,51-70,No recibe ingresos
2644,"Tenía trabajo, pero no trabajó",900.0,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,28,18-30,0-1k
2645,Trabajó por lo menos una hora,1200.0,No,Sí,Sí,Sí,,,,,,,Sí,No sabe,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,21,18-30,+1k
2646,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,26,18-30,+1k
2647,Trabajó por lo menos una hora,390.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,63,51-70,0-1k
2648,Trabajó por lo menos una hora,600.0,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,36,31-50,0-1k
2649,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,700.0,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,27,18-30,0-1k
2650,Trabajó por lo menos una hora,1500.0,Sí,No,Sí,Sí,,,,,,,Sí,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,29,18-30,+1k
2651,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,No,Sí,No,No,No,No sabe,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,71,71+,
2652,Trabajó por lo menos una hora,1200.0,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,33,31-50,+1k
2653,Trabajó por lo menos una hora,500.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,34,31-50,0-1k
2654,Trabajó por lo menos una hora,1500.0,No,Sí,No,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,38,31-50,+1k
2655,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,32,31-50,+1k
2656,Trabajó por lo menos una hora,1000.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,34,31-50,+1k
2657,Trabajó por lo menos una hora,500.0,No,No,No,Sí,,,,,,,No,No sabe,De acuerdo,De acuerdo,De acuerdo,No sabe,De acuerdo,De acuerdo,No,,No,Hombre,60,51-70,0-1k
2658,Trabajó por lo menos una hora,400.0,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Verdadera,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,37,31-50,0-1k
2658,Trabajó por lo menos una hora,500.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,59,51-70,0-1k
2659,Trabajó por lo menos una hora,2000.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Hombre,51,51-70,+1k
2660,Trabajó por lo menos una hora,150.0,No,No,No,Sí,,,,,,,No,No sabe,De acuerdo,De acuerdo,De acuerdo,No sabe,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,69,51-70,0-1k
2661,Trabajó por lo menos una hora,450.0,No,No,No,No,No,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,42,31-50,0-1k
2662,Trabajó por lo menos una hora,1000.0,Sí,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,30,31-50,+1k
2663,No trabajó,,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No sabe,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,27,18-30,
2664,Trabajó por lo menos una hora,1500.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,30,31-50,+1k
2665,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,No,No,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,31,31-50,
2666,Trabajó por lo menos una hora,390.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,40,31-50,0-1k
2667,Trabajó por lo menos una hora,100.0,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,37,31-50,0-1k
2668,Trabajó por lo menos una hora,500.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,46,31-50,0-1k
2669,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,No,No,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,42,31-50,
2670,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Falsa,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,42,31-50,
2671,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,No,Sí,Sí,No,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,47,31-50,
